日期,基地,温室,模块,种植床1液位上限距种植床表面距离cm,种植床2液位上限距种植床表面距离cm,最低水温℃,最高水温℃,溶氧mg/L,氨氮mg/L,亚盐mg/L,PH,EC值ms/cm,水温_日均,水温_std,水温_日较差,温室_推断,能耗km/h,最低气温℃,最高气温℃,最低湿度%,最高湿度%,光照时长h,气温_日均,气温_std,气温_日较差,湿度_日均,湿度_std,DLI_approx,光照_峰值,蔬菜_事件数,蔬菜_病害次数,鱼_事件数,鱼_死亡数量,鱼_死亡重量_kg,鱼_病害次数,溶氧_有效,氨氮_有效,亚盐_有效,PH_有效,EC_有效
2025-07-20,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,25.1,25.8,,,,,,25.520833333333332,0.15805897281992248,0.6000000000000014,喀左12号棚,53.5,23.1,28.9,94.8,100.0,15.2,25.616666666666664,1.1995369476964388,5.0,99.78333333333335,1.0390968300510899,27538.0,4718.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-07-21,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,24.4,26.5,,,,,,25.3625,0.7739576323460263,2.1000000000000014,喀左12号棚,52.64,21.5,38.7,62.0,100.0,15.4,28.46666666666667,5.7356826581982,16.199999999999996,89.56666666666668,11.84246126820303,103572.0,13394.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-07-22,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,25.3,26.2,,,,7.89,2.9,25.72083333333333,0.25816526791099426,0.8999999999999986,喀左12号棚,51.93,22.1,33.0,76.1,100.0,15.4,27.1375,3.5163679770467704,9.999999999999996,93.14583333333333,8.754045691691484,29907.0,4969.0,1,0,0,0,0.0,0,0,0,0,1,1
2025-07-23,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,25.3,26.3,,,,,,25.754166666666666,0.3201290972231186,0.8999999999999986,喀左12号棚,51.73,23.5,34.6,77.7,100.0,15.37,28.3625,3.283521039473734,9.5,93.71666666666665,7.596088174551133,47888.0,8892.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-07-24,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,25.6,26.6,,,,,,26.129166666666663,0.32465259209739217,0.9000000000000021,喀左12号棚,51.88,24.6,38.7,77.8,100.0,15.17,28.770833333333332,3.3780516039410777,11.699999999999996,95.95416666666665,5.879978682406557,94456.0,21268.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-07-25,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,26.1,26.8,,,,,,26.458333333333332,0.2307897070687708,0.6000000000000014,喀左12号棚,52.29,25.7,35.8,83.7,100.0,14.67,29.32,2.7556487439439747,8.600000000000001,96.88499999999999,4.408205417173751,75136.0,14844.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-07-26,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,26.1,27.3,,,,7.95,,26.695833333333336,0.4344336990714335,1.1999999999999993,喀左12号棚,51.45,24.6,38.1,76.5,100.0,15.13,30.0125,4.146515856716334,11.699999999999996,92.07916666666665,8.514887901330365,111936.0,20095.0,1,0,0,0,0.0,0,0,0,0,1,0
2025-07-27,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,26.6,27.5,,,,,,27.09583333333333,0.27910447068356947,0.8000000000000007,喀左12号棚,48.0,25.0,37.7,78.9,100.0,15.1,29.900000000000002,3.5453020557727752,12.399999999999999,95.34166666666665,6.042275831358763,90498.0,17230.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-07-28,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,26.8,27.7,,,,,,27.245833333333337,0.3135537788358198,0.8999999999999986,喀左12号棚,44.22,25.8,38.5,74.0,100.0,14.77,29.712500000000002,3.7683232898288685,11.700000000000003,93.78749999999998,7.894846024464315,93253.0,15497.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-07-29,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,26.4,27.5,,,,7.38,3.1,26.90416666666667,0.2992757461309255,1.1000000000000014,喀左12号棚,44.68,24.1,30.8,99.1,100.0,14.77,26.4375,1.2928690640071276,5.800000000000001,100.0,0.0,38122.0,5575.0,1,0,0,0,0.0,0,0,0,0,1,1
2025-07-30,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,23.2,26.4,,,,,,25.837500000000002,0.5991747797318127,2.299999999999997,喀左12号棚,49.06,22.7,37.8,61.3,100.0,15.1,28.266666666666666,5.045597641068455,14.700000000000003,89.67083333333333,12.590223692964669,105223.0,13983.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-07-31,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,25.0,26.1,,,,,,25.608333333333334,0.33406170421379033,0.8999999999999986,喀左12号棚,51.61,21.5,36.9,69.0,100.0,14.97,27.383333333333336,4.931840990497925,14.399999999999999,91.92500000000001,10.056351641292848,97002.0,14081.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-01,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,24.8,25.8,,,,,,25.354166666666668,0.3570471101814002,1.0,喀左12号棚,52.12,20.9,33.8,76.6,100.0,15.07,26.945833333333336,4.198509573514022,12.199999999999996,93.17916666666667,7.890605129237905,47611.0,10779.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-02,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,25.1,26.1,,,,7.99,2.7,25.625,0.351484945149386,1.0,喀左12号棚,52.66,23.0,35.7,80.3,100.0,14.97,27.925,3.5202095108104006,9.799999999999997,94.5,6.297221609567191,45303.0,12184.0,0,0,0,0,0.0,0,0,0,0,1,1
2025-08-03,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,25.6,26.6,,,,,,25.9875,0.3666429916599158,1.0,喀左12号棚,52.35,24.5,36.3,82.3,100.0,14.83,28.116666666666664,3.321228019205481,10.000000000000004,96.72500000000001,5.425959976507997,86463.0,17133.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-04,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,25.5,26.9,,,,,,26.21666666666667,0.4896143607189458,1.3999999999999986,喀左12号棚,51.9,22.7,39.6,62.6,100.0,14.83,29.008333333333336,4.868770949177581,15.400000000000002,89.55416666666667,11.240328404405668,110033.0,16612.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-05,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,25.9,26.7,,,,8.03,2.9,26.325,0.21262251370288465,0.6000000000000014,喀左12号棚,53.31,24.1,35.7,81.5,100.0,14.57,27.645833333333332,2.9988857884591447,10.100000000000001,96.18333333333332,5.779393470675696,79299.0,14627.0,0,0,0,0,0.0,0,0,0,0,1,1
2025-08-06,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,25.6,27.0,,,,,,26.28333333333333,0.48876260995383924,1.3999999999999986,喀左12号棚,52.75,23.2,39.7,76.0,100.0,14.8,28.4875,5.014837360274011,14.800000000000004,95.14999999999999,7.261542535852834,95959.0,17324.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-07,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,25.4,26.7,,,,,,26.137500000000003,0.3289028478644312,1.0,喀左12号棚,52.98,21.6,41.1,57.8,100.0,14.83,28.725000000000005,6.071123591779916,18.3,86.4875,13.954638192491172,101811.0,13604.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-08,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,25.1,26.1,,,,,,25.47083333333333,0.24913043214794572,1.0,喀左12号棚,53.61,21.9,35.9,76.0,100.0,14.67,25.816666666666666,3.1714437651573704,9.899999999999999,95.85000000000001,6.080638672595722,59685.0,11293.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-09,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,24.6,26.0,,,,7.96,2.7,25.25833333333333,0.472508083411161,1.3999999999999986,喀左12号棚,53.58,20.4,39.4,63.6,100.0,14.77,27.24166666666667,5.41471118548554,17.6,88.69166666666668,12.253092013401714,73141.0,14952.0,0,0,0,0,0.0,0,0,0,0,1,1
2025-08-10,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,23.9,25.9,,,,,,24.96666666666667,0.6649979114420004,1.8000000000000007,喀左12号棚,53.32,18.1,40.3,55.7,100.0,14.7,27.65416666666667,7.252699449553631,21.400000000000002,84.27916666666665,13.747180897874623,101390.0,13165.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-11,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,24.8,25.6,,,,,,25.275000000000002,0.22407216099581276,0.7000000000000028,喀左12号棚,53.46,22.5,36.8,70.0,100.0,14.6,27.333333333333332,3.7332589278299757,12.7,89.30416666666667,10.035498624327987,48796.0,13651.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-12,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,24.6,25.8,,,,8.12,2.8,25.245833333333334,0.44062376871380354,1.1999999999999993,喀左12号棚,52.93,21.6,39.0,66.6,100.0,14.23,27.849999999999998,5.0668859601665925,16.5,91.77083333333333,10.23753222081485,94702.0,15489.0,0,0,0,0,0.0,0,0,0,0,1,1
2025-08-13,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,25.1,26.3,,,,,,25.645833333333332,0.3662639834266476,1.0,喀左12号棚,52.64,21.5,36.6,76.6,100.0,14.47,27.600000000000005,4.174426108261271,14.0,93.57916666666665,7.741607238738536,86814.0,14793.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-14,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,23.9,25.7,,,,,,24.77916666666667,0.33909090062826686,1.2000000000000028,喀左12号棚,52.85,19.3,31.0,72.9,100.0,14.5,25.1875,3.819501767246613,11.400000000000002,92.5625,8.286978364679532,24131.0,6447.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-15,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,4.0,23.9,25.6,,,,,,24.6875,0.6540339568146805,1.7000000000000028,喀左12号棚,52.71,21.3,37.5,73.7,100.0,14.4,28.225000000000005,5.214343199291738,15.8,90.95416666666667,9.768101963647913,106396.0,16129.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-16,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,6.0,25.0,26.2,,,,,,25.537499999999998,0.400845460662003,1.1000000000000014,喀左12号棚,52.46,23.6,39.0,72.5,100.0,14.4,28.087499999999995,3.7892735121656234,11.599999999999998,95.02916666666665,7.261340507938064,79507.0,12710.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-17,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,6.0,25.2,26.7,,,,,,25.941666666666666,0.5211499037918194,1.5,喀左12号棚,52.65,22.8,38.6,65.3,100.0,14.43,28.65416666666667,5.28472477733914,15.5,88.64583333333333,12.07625007906934,103686.0,13558.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-18,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,6.0,25.1,26.6,,,,,,25.912499999999998,0.46931909897921986,1.3000000000000007,喀左12号棚,53.11,21.1,40.1,67.0,100.0,14.33,28.25,5.671639974469466,18.4,90.6125,10.891292871678122,103279.0,15788.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-19,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,6.0,25.5,26.2,,,,,,25.879166666666663,0.23270003342405343,0.6999999999999993,喀左12号棚,52.7,22.8,33.7,84.8,100.0,14.03,27.125,3.0441542339375642,9.899999999999999,97.96666666666665,3.3879279147519576,53404.0,10728.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-20,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,6.0,25.6,26.2,,,,,,25.925,0.18314384146529947,0.5999999999999979,喀左12号棚,52.39,24.8,33.8,89.4,100.0,14.17,27.454166666666666,2.3227101926174276,7.199999999999999,98.4875,2.7139013277322124,58761.0,12850.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-21,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,6.0,25.6,26.5,,,,,,26.01666666666667,0.29953667926018984,0.7999999999999972,喀左12号棚,53.04,24.7,35.6,85.2,100.0,14.1,28.258333333333336,3.1320808667011706,9.999999999999996,98.09166666666668,3.8893997680304806,59251.0,18555.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-22,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,6.0,26.0,26.6,,,,,,26.287500000000005,0.18554536731843616,0.6000000000000014,喀左12号棚,54.12,23.0,32.0,74.1,100.0,14.13,27.662499999999998,2.7101372197731983,8.7,95.87083333333332,7.514900707187612,26684.0,9218.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-23,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,6.0,25.2,26.1,,,,,,25.558333333333334,0.23258809561588112,0.9000000000000021,喀左12号棚,53.46,22.7,34.5,77.8,100.0,13.93,25.933333333333334,3.2616032185959645,11.599999999999998,95.60833333333335,6.158727998179134,59640.0,12282.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-24,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,6.0,24.7,25.4,,,,,,25.008333333333336,0.16308654825650776,0.5999999999999979,喀左12号棚,54.25,22.6,28.9,86.9,100.0,13.8,25.2625,1.9928648766704347,5.700000000000003,98.0,3.1872140394603767,21298.0,8811.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-25,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,6.0,24.3,25.6,,,,,,24.912500000000005,0.4763686422649307,1.3000000000000007,喀左12号棚,53.91,21.6,39.5,65.5,100.0,13.93,27.1125,5.5611983495765855,16.3,91.45,11.528515371315887,93746.0,18903.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-26,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,6.0,24.2,25.7,,,,,,24.950000000000003,0.4949747468305836,1.4000000000000021,喀左12号棚,54.22,19.9,41.7,61.4,100.0,13.93,27.708333333333332,6.80269043998198,21.1,87.6375,13.8211436001753,116381.0,15587.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-27,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,6.0,24.2,25.2,,,,,,24.604166666666668,0.23537057070831016,0.8999999999999986,喀左12号棚,53.96,21.8,31.1,84.9,100.0,13.53,24.337499999999995,2.1963629974725642,8.100000000000001,97.88333333333333,3.449959742116164,40938.0,12971.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-28,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,7.0,23.6,24.3,,,,,,23.866666666666664,0.16244657241348295,0.6000000000000014,喀左12号棚,53.15,21.2,30.3,89.4,100.0,13.63,23.770833333333332,2.1372644444606186,6.699999999999999,98.63333333333333,2.7177911783080173,52619.0,11923.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-29,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,7.0,23.1,24.4,,,,,,23.695833333333336,0.44672807413707766,1.1999999999999993,喀左12号棚,53.71,20.8,39.5,73.1,100.0,13.8,26.10833333333333,4.727395042609501,13.800000000000004,95.49166666666666,6.275475856237694,98348.0,22686.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-30,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,7.0,23.6,24.4,,,,,,23.96666666666667,0.2592724864350673,0.6999999999999993,喀左12号棚,52.31,21.6,34.2,80.2,100.0,13.73,25.383333333333336,3.6894745184405626,12.399999999999999,97.11666666666666,5.184887226888889,71324.0,10634.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-08-31,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,7.0,23.7,24.8,,,,,,24.183333333333334,0.35668224265054477,1.0,喀左12号棚,52.82,22.3,37.2,76.3,100.0,13.7,26.295833333333334,4.074051951749702,12.399999999999999,95.83749999999999,6.909643773982371,77942.0,14032.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-01,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,7.0,23.7,25.4,,,,,,24.520833333333332,0.5845077463606068,1.6999999999999993,喀左12号棚,52.85,20.0,44.3,51.4,100.0,13.77,28.391666666666666,7.989885098603663,23.099999999999998,83.0,17.60172813485464,110382.0,17066.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-02,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,7.0,23.4,25.1,,,,,,24.354166666666668,0.5894765804414024,1.7000000000000028,喀左12号棚,52.39,17.4,45.3,53.2,100.0,13.67,27.7,8.494949479936103,26.099999999999998,84.09166666666667,14.519323809630011,114069.0,16021.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-03,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,7.0,24.0,25.8,,,,,,24.84166666666667,0.6601241465731191,1.8000000000000007,喀左12号棚,52.87,21.5,45.3,51.1,100.0,13.6,29.400000000000002,7.424059985389846,22.199999999999996,85.25416666666666,17.751525267017353,124446.0,18837.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-04,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,7.0,24.6,26.2,,,,,,25.429166666666664,0.5388870990806478,1.5,喀左12号棚,52.9,21.7,43.9,61.5,100.0,13.6,29.524999999999995,6.969113406070148,20.900000000000002,88.66249999999998,13.966651128670753,134768.0,20455.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-05,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,7.0,25.0,25.9,,,,,,25.354166666666668,0.22169642657371688,0.8000000000000007,喀左12号棚,53.26,21.7,38.6,62.4,100.0,13.33,26.391666666666662,3.8144371217199997,14.700000000000003,93.50416666666668,10.485087790391754,80948.0,18125.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-06,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,7.0,24.4,25.7,,,,,,25.029166666666665,0.38349181506548774,1.3000000000000007,喀左12号棚,53.0,20.0,42.9,51.1,100.0,13.5,28.45416666666667,7.109382249691054,21.6,82.73333333333333,16.49792074441167,115525.0,17471.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-07,辽宁喀左基地,喀左12号棚,喀左12-1,5.0,6.0,23.7,25.0,,,,,,24.370833333333334,0.4410963298670964,1.3000000000000007,喀左12号棚,52.43,17.9,43.8,41.6,97.6,13.53,27.25,8.61302308522778,25.599999999999998,74.45,18.200984405612058,120964.0,17768.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-08,辽宁喀左基地,喀左12号棚,喀左12-1,8.0,0.0,21.7,24.1,,,,,,22.77916666666667,0.5469454319724735,2.200000000000003,喀左12号棚,51.33,14.9,30.2,54.6,92.6,13.47,22.504166666666663,5.126278634534889,14.900000000000002,76.99166666666666,13.164659657161247,31837.0,9159.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-09,辽宁喀左基地,喀左12号棚,喀左12-1,8.0,0.0,20.1,22.1,,,,8.27,,21.125000000000004,0.5448623679425846,1.9000000000000021,喀左12号棚,36.4,15.7,30.3,74.6,100.0,13.17,22.770833333333332,4.634515361813885,14.2,90.17083333333335,8.166316956798143,20928.0,4542.0,0,0,0,0,0.0,0,0,0,0,1,0
2025-09-10,辽宁喀左基地,喀左12号棚,喀左12-1,8.0,3.0,21.0,23.0,,,,,,21.925,0.7400731945783016,2.0,喀左12号棚,50.61,17.6,39.1,57.6,100.0,13.27,26.629166666666666,6.837487304477347,20.400000000000002,86.17916666666667,15.735839644123079,146584.0,22412.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-11,辽宁喀左基地,喀左12号棚,喀左12-1,8.0,3.0,22.3,23.5,,,,,,22.90416666666667,0.39208753982865713,1.1999999999999993,喀左12号棚,51.47,20.4,36.5,70.0,100.0,13.27,25.895833333333332,4.146030146082181,13.000000000000004,90.99583333333334,9.291280821585124,47086.0,15761.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-12,辽宁喀左基地,喀左12号棚,喀左12-1,0.0,0.0,22.5,23.7,,,,,,23.1125,0.3865579947864655,1.0999999999999979,喀左12号棚,50.62,19.7,33.9,73.5,100.0,13.27,25.19583333333333,4.367825466471337,12.5,92.15000000000002,9.076756028449811,75097.0,14364.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-13,辽宁喀左基地,喀左12号棚,喀左12-1,0.0,0.0,21.8,23.2,,,,,,22.59166666666667,0.4386690729417286,1.3000000000000007,喀左12号棚,50.08,17.4,37.5,58.4,100.0,13.17,24.3625,5.488686280279948,19.9,88.09583333333335,12.450785757221198,81208.0,23443.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-14,辽宁喀左基地,喀左12号棚,喀左12-1,0.0,0.0,22.1,23.3,,,,,,22.64166666666667,0.35697416651006497,1.1999999999999993,喀左12号棚,51.61,16.3,37.3,54.2,100.0,13.17,25.5125,5.598758232858426,19.1,81.62916666666666,15.527461671896738,85606.0,22416.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-15,辽宁喀左基地,喀左12号棚,喀左12-1,0.0,1.0,20.1,22.1,,,,,,20.962500000000002,0.48632336635891454,1.9000000000000021,喀左12号棚,52.08,13.4,35.9,55.7,100.0,13.1,22.141666666666666,6.5640381795219795,22.099999999999998,85.57499999999999,15.27921382139801,146359.0,33035.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-16,辽宁喀左基地,喀左12号棚,喀左12-1,0.0,3.0,20.2,21.3,,,,8.51,,20.741666666666667,0.2797568388599089,1.0,喀左12号棚,51.92,14.5,36.9,48.1,100.0,13.0,22.48333333333333,5.546370184383857,18.700000000000003,80.71666666666665,18.612443567558653,138772.0,28783.0,0,0,0,0,0.0,0,0,0,0,1,0
2025-09-17,辽宁喀左基地,喀左12号棚,喀左12-1,0.0,3.0,18.8,20.2,,,,,,19.474999999999998,0.3907791362564452,1.3999999999999986,喀左12号棚,50.88,11.8,32.5,49.5,100.0,13.03,20.870833333333334,6.48597712804752,20.200000000000003,77.85416666666667,18.768901121417723,133293.0,23002.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-18,辽宁喀左基地,喀左12号棚,喀左12-1,0.0,3.0,18.6,20.6,,,,,,19.566666666666666,0.737488229661253,2.0,喀左12号棚,53.59,14.7,39.5,44.5,100.0,12.9,24.099999999999998,7.5557373344146015,23.1,79.39166666666667,21.425372744067307,216045.0,42696.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-19,辽宁喀左基地,喀左12号棚,喀左12-1,0.0,4.0,19.8,20.6,,,,,,20.179166666666664,0.23270003342405338,0.6999999999999993,喀左12号棚,53.51,18.5,30.1,57.6,100.0,12.73,22.079166666666666,3.0989217434814678,10.600000000000001,87.28333333333332,14.372997445054931,80136.0,10766.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-20,辽宁喀左基地,喀左12号棚,喀左12-1,0.0,4.0,19.5,21.3,,,,,,20.370833333333334,0.614056977993266,1.6999999999999993,喀左12号棚,53.9,17.0,40.1,47.0,100.0,12.73,24.879166666666666,6.631803372554272,21.299999999999997,81.27499999999999,19.95890047906781,133707.0,38214.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-21,辽宁喀左基地,喀左12号棚,喀左12-1,0.0,4.0,20.3,22.1,,,,,,21.179166666666667,0.6480606753143481,1.8000000000000007,喀左12号棚,53.77,18.1,42.1,41.5,100.0,12.63,26.691666666666666,7.148363254775336,22.7,78.17083333333333,23.158250494634135,117805.0,17320.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-22,辽宁喀左基地,喀左12号棚,喀左12-1,0.0,5.0,21.5,22.1,,,,,,21.804166666666664,0.21307112792576005,0.6000000000000014,喀左12号棚,53.21,21.0,35.2,55.8,100.0,12.37,23.837500000000002,2.8965226997211677,11.400000000000002,86.19166666666666,15.805482083406657,74098.0,16945.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-23,辽宁喀左基地,喀左12号棚,喀左12-1,0.0,5.0,21.4,21.9,,,,,,21.587500000000002,0.12353305900311337,0.5,喀左12号棚,53.37,20.7,28.0,76.1,100.0,12.27,21.97083333333333,1.3773401802830785,6.100000000000001,96.3,6.644546636152087,25865.0,6130.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-24,辽宁喀左基地,喀左12号棚,喀左12-1,1.0,6.0,21.0,22.1,,,,,,21.524999999999995,0.3788689307223102,1.1000000000000014,喀左12号棚,53.81,19.1,39.2,53.0,100.0,12.67,24.516666666666666,5.278152033514087,15.700000000000003,85.7375,16.174692488060888,101138.0,32144.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-25,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,7.0,20.9,22.1,,,,,,21.57916666666667,0.40101866817172294,1.1000000000000014,喀左12号棚,53.79,17.0,39.5,55.0,100.0,12.63,24.633333333333336,6.014334728149259,20.199999999999996,84.59166666666667,17.039877656707386,99488.0,31265.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-26,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,7.0,21.1,22.1,,,,,,21.64166666666667,0.2956865833201696,0.9000000000000021,喀左12号棚,54.17,18.0,39.2,52.4,100.0,12.57,24.17083333333333,5.23525541932345,16.299999999999997,86.02916666666668,16.576124375304246,53326.0,15797.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-27,辽宁喀左基地,喀左12号棚,喀左12-1,2.0,7.0,20.9,21.7,,,,,,21.2375,0.18666480653835088,0.6999999999999993,喀左12号棚,53.21,17.5,26.7,80.1,100.0,12.43,20.912499999999998,2.3541297932215492,7.699999999999999,96.30416666666667,6.1255937920789005,37645.0,7879.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-28,辽宁喀左基地,喀左12号棚,喀左12-1,1.0,7.0,20.6,21.9,,,,,,21.224999999999998,0.42056509603151826,1.1999999999999993,喀左12号棚,53.16,17.3,41.3,48.4,100.0,12.53,24.208333333333332,6.460838223911473,21.6,84.80833333333332,17.46377003653246,95599.0,25045.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-29,辽宁喀左基地,喀左12号棚,喀左12-1,1.0,7.0,20.5,21.7,,,,,,21.141666666666666,0.3762940634958547,1.1000000000000014,喀左12号棚,53.77,15.7,40.5,45.8,100.0,12.5,23.679166666666664,6.3982405893252325,20.500000000000004,82.14583333333333,18.54087779220702,85291.0,22876.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-09-30,辽宁喀左基地,喀左12号棚,喀左12-1,1.0,7.0,20.6,21.7,,,,7.98,,21.179166666666664,0.3582121888241973,1.0999999999999979,喀左12号棚,53.48,17.5,37.5,56.7,100.0,12.43,23.737499999999997,5.478732555679886,19.299999999999997,85.62916666666668,16.485991001621816,76019.0,22902.0,0,0,0,0,0.0,0,0,0,0,1,0
2025-10-01,辽宁喀左基地,喀左12号棚,喀左12-1,1.0,7.0,20.8,22.0,,,,,,21.433333333333334,0.39546035059015605,1.1000000000000014,喀左12号棚,53.19,17.2,39.4,43.8,100.0,12.4,25.066666666666663,6.434326348232234,21.599999999999998,82.45833333333333,19.070503329021555,105400.0,23624.0,0,0,0,0,0.0,0,0,0,0,0,0
2025-10-02,辽宁喀左基地,喀左12号棚,喀左12-1,1.0,7.0,21.0,22.0,,,,,,21.54166666666666,0.31479711279206785,1.0,喀左12号棚,53.03,17.4,37.6,63.9,100.0,12.37,24.229166666666668,5.069638314405565,18.200000000000003,88.91666666666667,11.939732920891583,76977.0,24587.0,0,0,0,0,0.0,0,0,0,0,0,0
